ID,Image,Price,Brand,Link,SRC
1,wildberries_male_trousers1.jpg, 38 990 тг.,Levi's® /Брюки 511,https://www.wildberries.kz/catalog/5065338/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5060000/5065338-1.jpg
2,wildberries_male_trousers2.jpg, 38 990 тг.,Levi's® /Брюки 511,https://www.wildberries.kz/catalog/5065339/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5060000/5065339-1.jpg
3,wildberries_male_trousers3.jpg, 18 590 тг.,Envy Lab /Брюки,https://www.wildberries.kz/catalog/4448152/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/4440000/4448152-1.jpg
4,wildberries_male_trousers4.jpg, 3 380 тг.,ТВОЕ /Брюки,https://www.wildberries.kz/catalog/6456133/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/6450000/6456133-1.jpg
5,wildberries_male_trousers5.jpg, 38 990 тг.,Levi's® /Брюки 502 True Chino,https://www.wildberries.kz/catalog/5902413/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5900000/5902413-1.jpg
6,wildberries_male_trousers6.jpg, 38 990 тг.,Levi's® /Брюки 502,https://www.wildberries.kz/catalog/5122754/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5120000/5122754-1.jpg
7,wildberries_male_trousers7.jpg, 42 380 тг.,TOMMY JEANS /Брюки,https://www.wildberries.kz/catalog/7107864/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/7100000/7107864-1.jpg
8,wildberries_male_trousers8.jpg, 18 590 тг.,Envy Lab /Брюки,https://www.wildberries.kz/catalog/5275302/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5270000/5275302-1.jpg
9,wildberries_male_trousers9.jpg, 19 740 тг.,BAWER /Брюки,https://www.wildberries.kz/catalog/5724757/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5720000/5724757-1.jpg
10,wildberries_male_trousers10.jpg, 4 990 тг.,oodji /Брюки,https://www.wildberries.kz/catalog/5424143/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5420000/5424143-1.jpg
11,wildberries_male_trousers11.jpg, 6 490 тг.,oodji /Брюки,https://www.wildberries.kz/catalog/5102232/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5100000/5102232-1.jpg
12,wildberries_male_trousers12.jpg, 6 320 тг.,O'Stin /Брюки,https://www.wildberries.kz/catalog/7537133/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/7530000/7537133-1.jpg
13,wildberries_male_trousers13.jpg, 9 490 тг.,oodji /Брюки,https://www.wildberries.kz/catalog/5662573/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5660000/5662573-1.jpg
14,wildberries_male_trousers14.jpg, 17 770 тг.,BAWER /Брюки,https://www.wildberries.kz/catalog/6428924/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/6420000/6428924-1.jpg
15,wildberries_male_trousers15.jpg, 12 940 тг.,ASICS /Брюки MAN KNIT PANT,https://www.wildberries.kz/catalog/5067391/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/5060000/5067391-1.jpg
16,wildberries_male_trousers16.jpg, 19 740 тг.,BAWER /Брюки,https://www.wildberries.kz/catalog/5704910/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5700000/5704910-1.jpg
17,wildberries_male_trousers17.jpg, 17 770 тг.,BAWER /Брюки,https://www.wildberries.kz/catalog/6428928/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/6420000/6428928-1.jpg
18,wildberries_male_trousers18.jpg, 6 490 тг.,oodji /Брюки,https://www.wildberries.kz/catalog/3633217/detail.aspx?targetUrl=GP,//img1.wbstatic.net/c246x328/new/3630000/3633217-1.jpg
19,wildberries_male_trousers19.jpg, 3 380 тг.,ТВОЕ /Брюки,https://www.wildberries.kz/catalog/7270904/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/7270000/7270904-1.jpg
20,wildberries_male_trousers20.jpg, 9 490 тг.,oodji /Брюки,https://www.wildberries.kz/catalog/5102230/detail.aspx?targetUrl=GP,//img2.wbstatic.net/c246x328/new/5100000/5102230-1.jpg
